Date,(RF) Risk-Free Return Rate (One Month Treasury Bill Rate),(MKT) Market Return,(MKT-Rf) Excess Return on the Market ,(SMB) Small-Minus-Big Return,(HML) High-Minus-Low Return,(RMW) Robust Minus Weak Return,(CMA) Conservative Minus Aggressive Return,(MOM) Momentum,Amihud LIQ,Adjusted_CPU_Daily,Close,Daily Log Return
2/14/2002,0.00007,-0.00233,-0.0024,-0.0065,-0.0017,0.006,0.0042,0.0043,2.30E-15,5.814163321,1116.48,-0.001816563
2/15/2002,0.00007,-0.01113,-0.0112,0.0092,0.0017,0.0098,0.0098,0.0075,1.33E-14,5.814163321,1104.18,-0.011077901
2/19/2002,0.00007,-0.01933,-0.0194,0.0032,0.0043,0.0127,0.0082,0.0094,2.66E-14,5.814163321,1083.34,-0.019054117
2/20/2002,0.00007,0.01337,0.0133,-0.0014,0.0037,0.0042,-0.0005,-0.0004,1.53E-14,5.814163321,1097.98,0.013423266
2/21/2002,0.00007,-0.01513,-0.0152,-0.0019,0.0062,0.0091,0.0121,0.0126,1.88E-14,5.814163321,1080.95,-0.015631844
2/22/2002,0.00007,0.00757,0.0075,0.0042,-0.0005,0.0034,0.0055,-0.0003,9.59E-15,5.814163321,1089.84,0.008190612
2/25/2002,0.00007,0.01667,0.0166,-0.0119,0.0059,0.0017,-0.0076,-0.0074,2.11E-14,5.814163321,1109.43,0.017815473
2/26/2002,0.00007,0.00117,0.0011,0.0037,0.0006,-0.0023,0.0003,0.0014,5.59E-17,5.814163321,1109.38,-4.51E-05
2/27/2002,0.00007,0.00087,0.0008,0.0022,0.0038,0.0074,0.0048,0.0008,5.35E-16,5.814163321,1109.89,0.000459611
2/28/2002,0.00007,-0.00303,-0.0031,-0.0017,0.0043,0.0045,0.0021,0.002,3.33E-15,5.814163321,1106.73,-0.00285119
03/01/2002,0.00007,0.02227,0.0222,-0.0061,-0.0032,-0.0048,-0.0089,-0.0076,2.44E-14,3.124572057,1131.78,0.022381893
03/04/2002,0.00007,0.01987,0.0198,-0.0036,-0.0017,-0.0107,-0.0108,-0.0129,1.89E-14,3.124572057,1153.84,0.019303896
03/05/2002,0.00007,-0.00533,-0.0054,0.0052,0.001,-0.0069,-0.0026,-0.0108,6.79E-15,3.124572057,1146.14,-0.006695735
03/06/2002,0.00007,0.01397,0.0139,0.0002,0.003,-0.0039,0.0006,-0.0094,1.45E-14,3.124572057,1162.77,0.014405315
03/07/2002,0.00007,-0.00413,-0.0042,0.0064,0.0007,0.0011,-0.0005,-0.0007,4.62E-15,3.124572057,1157.54,-0.004508026
03/08/2002,0.00007,0.00727,0.0072,0.0026,-0.0011,-0.0097,-0.0058,-0.0073,6.38E-15,3.124572057,1164.31,0.005831573
03/11/2002,0.00007,0.00297,0.0029,0.0013,-0.0004,-0.0022,-0.0018,-0.0064,4.31E-15,3.124572057,1168.26,0.003386825
03/12/2002,0.00007,-0.00273,-0.0028,0.0028,-0.0025,0.0106,0.0074,0.0083,2.72E-15,3.124572057,1165.58,-0.002296645
3/13/2002,0.00007,-0.00903,-0.0091,0.0045,0,0.0046,0.0061,0.0089,1.14E-14,3.124572057,1154.09,-0.009906663
3/14/2002,0.00007,-0.00043,-0.0005,0.0043,-0.0004,-0.0013,0.0033,0.0029,1.18E-15,3.124572057,1153.04,-0.000910222
3/15/2002,0.00007,0.01067,0.0106,-0.0095,0.0032,0.0008,0.0001,0.0039,1.17E-14,3.124572057,1166.16,0.011314367
3/18/2002,0.00007,0.00097,0.0009,0.0061,0.001,-0.0046,-0.0012,-0.0013,6.91E-16,3.124572057,1165.55,-0.000523221
3/19/2002,0.00007,0.00347,0.0034,0.0009,-0.0016,0.0058,0.0034,0.0044,4.97E-15,3.124572057,1170.29,0.004058503
3/20/2002,0.00007,-0.01493,-0.015,0.006,0.0062,0.006,0.0084,0.0099,1.90E-14,3.124572057,1151.85,-0.015882236
3/21/2002,0.00007,0.00317,0.0031,0.0089,-0.0028,-0.0127,-0.0034,-0.0037,1.76E-15,3.124572057,1153.59,0.001509474
3/22/2002,0.00007,-0.00413,-0.0042,-0.001,0.0025,0.0018,0.0032,0.0054,5.35E-15,3.124572057,1148.7,-0.004247951
3/25/2002,0.00007,-0.01443,-0.0145,0.0055,-0.0007,0.0061,0.0051,0.0048,2.22E-14,3.124572057,1131.87,-0.014759736
3/26/2002,0.00007,0.00607,0.006,0.0044,-0.0032,0.008,0.0036,0.006,7.54E-15,3.124572057,1138.49,0.005831691
3/27/2002,0.00007,0.00557,0.0055,0.0016,0.0064,0.0019,0.0025,0.0025,7.11E-15,3.124572057,1144.58,0.005334934
3/28/2002,0.00007,0.00297,0.0029,-0.0011,0.0035,-0.0078,-0.0035,-0.0045,3.35E-15,3.124572057,1147.39,0.00245204
04/01/2002,0.00007,-0.00113,-0.0012,-0.0022,-0.0007,-0.0042,-0.0032,-0.0034,1.11E-15,4.268627542,1146.54,-0.000741086
04/02/2002,0.00007,-0.00913,-0.0092,0.004,0.0018,0.0129,0.0085,0.0034,1.15E-14,4.268627542,1136.76,-0.008566601
04/03/2002,0.00007,-0.00973,-0.0098,0.0033,0.0049,0.0012,0.0018,0.0042,1.32E-14,4.268627542,1125.4,-0.010043583
04/04/2002,0.00007,0.00127,0.0012,0.001,0.005,0.0038,0.0022,0.0066,1.04E-15,4.268627542,1126.34,0.00083491
04/05/2002,0.00007,-0.00253,-0.0026,0.0007,0.0074,0.0049,0.0047,0.0078,4.64E-15,4.268627542,1122.73,-0.003210219
04/08/2002,0.00007,0.00357,0.0035,0.0053,0.0013,0.0004,0.0013,0.0057,3.33E-15,4.268627542,1125.29,0.002277561
04/09/2002,0.00007,-0.00593,-0.006,0.0066,0.0061,0.0086,0.0098,0.0036,8.70E-15,4.268627542,1117.8,-0.006678312
04/10/2002,0.00007,0.01157,0.0115,0.0052,-0.0034,0.0056,0.0024,0.0044,1.24E-14,4.268627542,1130.47,0.011271008
04/11/2002,0.00007,-0.02213,-0.0222,0.0094,0.0076,0.0028,0.0106,0.0122,2.60E-14,4.268627542,1103.69,-0.023974364
04/12/2002,0.00007,0.00847,0.0084,0.0107,0.0019,-0.0089,-0.004,0.0004,8.35E-15,4.268627542,1111.01,0.0066104
4/15/2002,0.00007,-0.00663,-0.0067,0.0039,-0.0004,-0.0026,-0.0019,-0.0001,1.11E-14,4.268627542,1102.55,-0.007643833
4/16/2002,0.00007,0.02267,0.0226,-0.0044,0.0071,-0.0088,-0.0096,-0.0163,2.75E-14,4.268627542,1128.37,0.023148435
4/17/2002,0.00007,-0.00233,-0.0024,-0.0039,0.0034,-0.0053,-0.0001,-0.0084,2.37E-15,4.268627542,1126.07,-0.002040419
4/18/2002,0.00007,-0.00133,-0.0014,0.0037,-0.0064,0.0028,0.0027,0.0039,1.67E-15,4.268627542,1124.47,-0.001421881
4/19/2002,0.00007,0.00077,0.0007,-0.0013,0.0025,0.0052,0.0033,0.0051,8.40E-16,4.268627542,1125.17,0.000622322
4/22/2002,0.00007,-0.01493,-0.015,0.0061,-0.0057,0.0064,0.0033,0.0118,2.14E-14,4.268627542,1107.83,-0.015530988
4/23/2002,0.00007,-0.00513,-0.0052,0.0043,0.0052,0.0073,0.0033,0.0083,7.32E-15,4.268627542,1100.96,-0.00622062
4/24/2002,0.00007,-0.00653,-0.0066,0.0006,0.0047,-0.001,0.0038,0.0096,8.55E-15,4.268627542,1093.14,-0.007128238
4/25/2002,0.00007,-0.00103,-0.0011,0.0018,-0.0011,0.0061,0.0032,0.005,1.65E-15,4.268627542,1091.48,-0.001519715
4/26/2002,0.00007,-0.01403,-0.0141,0.001,0.0025,0.0112,0.0088,0.0111,1.70E-14,4.268627542,1076.32,-0.013986758
4/29/2002,0.00007,-0.00873,-0.0088,0.0072,-0.0063,0.0053,0.0022,0.0065,1.30E-14,4.268627542,1065.45,-0.01015057
4/30/2002,0.00007,0.01207,0.012,0.0056,0.0014,-0.0083,0.0003,0.0007,1.10E-14,4.268627542,1076.92,0.01070787
05/01/2002,0.00007,0.00747,0.0074,-0.0081,0.0075,0.0067,0.0027,0.0014,1.01E-14,2.698221381,1086.46,0.00881959
05/02/2002,0.00007,-0.00203,-0.0021,0.0069,0.0032,0.0103,0.009,0.0135,2.13E-15,2.698221381,1084.56,-0.00175033
05/03/2002,0.00007,-0.00953,-0.0096,0.0081,0.0063,0.0012,0.0091,0.0074,1.35E-14,2.698221381,1073.43,-0.010315246
05/06/2002,0.00007,-0.01833,-0.0184,0.001,0.0088,0.006,0.0072,0.0152,2.97E-14,2.698221381,1052.67,-0.019529335
05/07/2002,0.00007,-0.00353,-0.0036,-0.006,0.0091,0.0046,0.0043,0.0065,3.83E-15,2.698221381,1049.49,-0.003025462
05/08/2002,0.00007,0.03577,0.0357,-0.0155,-0.0186,-0.0213,-0.026,-0.045,4.05E-14,2.698221381,1088.85,0.036817762
05/09/2002,0.00007,-0.01423,-0.0143,-0.0013,0.0062,0.0061,0.007,0.0155,2.13E-14,2.698221381,1073.01,-0.01465431
05/10/2002,0.00007,-0.01633,-0.0164,0.0005,0.0037,0.004,0.0079,0.0106,2.47E-14,2.698221381,1054.99,-0.016936495
5/13/2002,0.00007,0.01757,0.0175,-0.0055,-0.0099,-0.0002,-0.009,-0.0152,2.83E-14,2.698221381,1074.56,0.018379987
5/14/2002,0.00007,0.02207,0.022,0.0017,-0.011,-0.0066,-0.0136,-0.0141,2.43E-14,2.698221381,1097.28,0.020923115
5/15/2002,0.00007,-0.00393,-0.004,0.0047,0.0063,-0.0044,-0.0004,0.0063,6.59E-15,2.698221381,1091.07,-0.005675524
5/16/2002,0.00007,0.00357,0.0035,-0.0104,-0.0072,0.0064,-0.0024,-0.0038,8.53E-15,2.698221381,1098.23,0.006540927
5/17/2002,0.00007,0.00697,0.0069,-0.0034,-0.004,0.001,-0.0014,-0.0032,9.68E-15,2.698221381,1106.59,0.007583422
5/20/2002,0.00007,-0.01273,-0.0128,0.0012,0.0098,0.0006,0.0039,0.0052,2.23E-14,2.698221381,1091.88,-0.013382234
5/21/2002,0.00007,-0.01153,-0.0116,-0.0024,0.0018,0.0021,0.0037,0.0071,1.53E-14,2.698221381,1079.88,-0.011051057
5/22/2002,0.00007,0.00377,0.0037,-0.007,-0.0013,0.0044,0.001,0.0014,8.27E-15,2.698221381,1086.02,0.005669714
5/23/2002,0.00007,0.01057,0.0105,0.0003,-0.001,-0.0024,-0.0004,-0.0055,1.39E-14,2.698221381,1097.08,0.010132467
5/24/2002,0.00007,-0.01163,-0.0117,-0.0017,0.0064,0.0009,0.0046,0.0095,2.28E-14,2.698221381,1083.82,-0.012160267
5/28/2002,0.00007,-0.00743,-0.0075,0.0058,-0.0041,-0.0031,-0.0011,-0.0001,1.44E-14,2.698221381,1074.55,-0.008589868
5/29/2002,0.00007,-0.00663,-0.0067,-0.0013,0.0017,0.0052,0.0075,0.0138,1.00E-14,2.698221381,1067.66,-0.006432631
5/30/2002,0.00007,-0.00233,-0.0024,0.0015,-0.0015,-0.0052,0.0043,0.0041,3.70E-15,2.698221381,1064.66,-0.002813838
5/31/2002,0.00007,0.00197,0.0019,-0.0007,0.0019,0.0059,0.0058,0.0061,3.07E-15,2.698221381,1067.14,0.002326673
06/03/2002,0.00006,-0.02424,-0.0243,-0.0042,0.012,0.0017,0.0086,0.0157,3.28E-14,5.256887215,1040.68,-0.025107827
06/04/2002,0.00006,-0.00104,-0.0011,-0.0013,-0.0064,-0.0037,-0.0067,-0.0111,1.13E-17,5.256887215,1040.69,9.61E-06
06/05/2002,0.00006,0.00836,0.0083,-0.0039,-0.0038,0.0077,0.002,0.008,1.16E-14,5.256887215,1049.9,0.008810967
06/06/2002,0.00006,-0.01904,-0.0191,-0.0009,0.0097,0.0027,0.0041,0.0165,2.18E-14,5.256887215,1029.15,-0.019961703
06/07/2002,0.00006,0.00086,0.0008,0.0081,0,0.0008,0.004,0.0017,2.06E-15,5.256887215,1027.53,-0.001575355
06/10/2002,0.00006,0.00216,0.0021,-0.0033,-0.0039,0.0043,0.0002,0.005,4.44E-15,5.256887215,1030.74,0.003119127
06/11/2002,0.00006,-0.01694,-0.017,0.0063,0.0038,0.0052,0.0058,0.0195,2.46E-14,5.256887215,1013.6,-0.016768641
06/12/2002,0.00006,0.00546,0.0054,-0.0039,-0.0131,0.0075,-0.0037,-0.0003,6.43E-15,5.256887215,1020.26,0.006549147
6/13/2002,0.00006,-0.01094,-0.011,-0.0025,0.0036,-0.0006,0.004,0.0007,1.34E-14,5.256887215,1009.56,-0.010542904
6/14/2002,0.00006,-0.00064,-0.0007,0.0062,-0.0064,-0.0008,-0.0019,-0.0022,2.62E-15,5.256887215,1007.27,-0.002270891
6/17/2002,0.00006,0.02776,0.0277,-0.0035,-0.009,-0.0017,-0.0059,-0.0094,3.97E-14,5.256887215,1036.17,0.028287522
6/18/2002,0.00006,0.00056,0.0005,-0.0022,0.0057,0.0027,0.002,0.0048,1.36E-15,5.256887215,1037.14,0.000935702
6/19/2002,0.00006,-0.01624,-0.0163,0.0007,0.0045,0.0072,0.0111,0.0215,2.20E-14,5.256887215,1019.99,-0.016674102
6/20/2002,0.00006,-0.01364,-0.0137,0.0115,-0.0011,0.0095,0.0086,0.0131,1.74E-14,5.256887215,1006.29,-0.013522523
6/21/2002,0.00006,-0.01524,-0.0153,0.016,0.0128,-0.0034,0.0073,0.009,2.09E-14,5.256887215,989.14,-0.017189701
6/24/2002,0.00006,0.00186,0.0018,-0.003,-0.0047,0.0003,-0.0071,-0.0111,4.22E-15,5.256887215,992.72,0.003612772
6/25/2002,0.00006,-0.01684,-0.0169,0.006,0.0005,0.004,0.0016,-0.0009,2.05E-14,5.256887215,976.14,-0.016842632
6/26/2002,0.00006,-0.00264,-0.0027,0.0078,-0.0123,0.0125,0.0006,0.0036,2.46E-15,5.256887215,973.53,-0.002677378
6/27/2002,0.00006,0.01686,0.0168,0.0006,-0.0108,-0.0012,-0.0054,-0.0088,1.66E-14,5.256887215,990.64,0.017422558
6/28/2002,0.00006,0.00126,0.0012,0.0057,0.019,-0.0139,-0.0034,-0.0014,7.11E-16,5.256887215,989.82,-0.00082809
07/01/2002,0.00007,-0.02313,-0.0232,-0.0041,0.0018,0.0191,0.003,0.0214,2.82E-14,4.058671108,968.65,-0.021619759
07/02/2002,0.00007,-0.02263,-0.0227,-0.0092,-0.0023,0.0155,0.002,0.0114,2.23E-14,4.058671108,948.09,-0.021453915
07/03/2002,0.00007,0.00417,0.0041,-0.0144,0.0013,-0.0108,0.0013,-0.0082,7.66E-15,4.058671108,953.99,0.006203755
07/05/2002,0.00007,0.03557,0.0355,-0.01,-0.0073,-0.0093,0.0028,-0.021,9.39E-14,4.058671108,989.03,0.036071476
07/08/2002,0.00007,-0.01203,-0.0121,-0.0016,0.0034,0.0116,-0.0027,0.0183,1.91E-14,4.058671108,976.98,-0.012258484
07/09/2002,0.00007,-0.02353,-0.0236,0.0142,0.0082,-0.0003,0.004,0.012,3.51E-14,4.058671108,952.83,-0.025029677
07/10/2002,0.00007,-0.03023,-0.0303,0.0111,-0.0005,0.0003,0,0.0115,3.72E-14,4.058671108,920.47,-0.034552095
07/11/2002,0.00007,0.00567,0.0056,-0.0151,-0.0024,-0.0126,0.0037,-0.0258,6.97E-15,4.058671108,927.37,0.007468214
07/12/2002,0.00007,-0.00543,-0.0055,-0.0018,-0.0034,-0.0092,-0.0035,-0.0106,7.86E-15,4.058671108,921.39,-0.006469224
7/15/2002,0.00007,-0.00443,-0.0045,-0.0069,-0.0054,-0.0069,0.0063,-0.0114,2.87E-15,4.058671108,917.93,-0.003762264
7/16/2002,0.00007,-0.01493,-0.015,0.0119,-0.0084,-0.0097,-0.0041,-0.0067,2.02E-14,4.058671108,900.94,-0.018682472
7/17/2002,0.00007,0.00637,0.0063,-0.0006,-0.0023,-0.004,-0.0014,-0.0069,4.37E-15,4.058671108,906.04,0.005644792
7/18/2002,0.00007,-0.02693,-0.027,-0.0029,0.0072,0.0037,0.0045,0.0101,3.22E-14,4.058671108,881.56,-0.02739039
7/19/2002,0.00007,-0.03373,-0.0338,0.0096,0.0024,-0.0071,-0.005,-0.0025,3.13E-14,4.058671108,847.75,-0.039107284
7/22/2002,0.00007,-0.03173,-0.0318,0.0143,0.0041,-0.0033,-0.0006,0.011,3.27E-14,4.058671108,819.85,-0.033464384
7/23/2002,0.00007,-0.02853,-0.0286,-0.006,-0.0211,0.0241,-0.0009,0.0311,2.53E-14,4.058671108,797.7,-0.02738881
7/24/2002,0.00007,0.05437,0.0543,-0.0181,-0.0186,0.0143,-0.0044,0.004,4.29E-14,4.058671108,843.43,0.055744324
7/25/2002,0.00007,-0.00513,-0.0052,0.0055,-0.0036,0.0329,-0.0057,0.0296,5.00E-15,4.058671108,838.68,-0.005647684
7/26/2002,0.00007,0.01497,0.0149,-0.0067,0.0052,0.0046,-0.0071,-0.006,1.97E-14,4.058671108,852.84,0.016742729
7/29/2002,0.00007,0.05397,0.0539,-0.0115,0.0005,-0.0129,-0.002,-0.0155,5.93E-14,4.058671108,898.96,0.052666583
7/30/2002,0.00007,0.00427,0.0042,-0.0066,0.0009,-0.0135,-0.0035,-0.0136,4.63E-15,4.058671108,902.78,0.004240352
7/31/2002,0.00007,0.00657,0.0065,-0.0257,-0.0017,0.0132,0.002,0.0047,9.39E-15,4.058671108,911.62,0.009744345
08/01/2002,0.00006,-0.02674,-0.0268,0.0185,0.0102,0.0056,-0.0028,0.0171,3.65E-14,5.76930145,884.66,-0.030019846
08/02/2002,0.00006,-0.02354,-0.0236,-0.0056,-0.0073,0.0066,0.0003,0.0085,3.16E-14,5.76930145,864.24,-0.023352882
08/05/2002,0.00006,-0.03334,-0.0334,0.0114,0.0046,0.0135,-0.0016,0.0227,5.28E-14,5.76930145,834.6,-0.03489794
08/06/2002,0.00006,0.03036,0.0303,0.0021,-0.0052,-0.0094,0.0004,-0.014,4.08E-14,5.76930145,859.57,0.029479696
08/07/2002,0.00006,0.01816,0.0181,-0.0116,-0.0047,0.001,-0.0003,-0.0043,2.73E-14,5.76930145,876.77,0.019812436
08/08/2002,0.00006,0.03056,0.0305,-0.0164,-0.0021,-0.0028,0.0013,-0.0105,3.89E-14,5.76930145,905.46,0.032198402
08/09/2002,0.00006,0.00306,0.003,-0.0064,0.0006,0.0064,-0.0055,0.0041,5.36E-15,5.76930145,908.64,0.003505874
08/12/2002,0.00006,-0.00424,-0.0043,0.0044,-0.0009,0.0026,-0.0044,0.0012,1.03E-14,5.76930145,903.8,-0.005340879
8/13/2002,0.00006,-0.02144,-0.0215,-0.0027,0.0048,0.0065,-0.0012,0.0145,3.44E-14,5.76930145,884.21,-0.021913506
8/14/2002,0.00006,0.03766,0.0376,-0.0102,-0.0067,-0.0029,0.0042,-0.0148,5.01E-14,5.76930145,919.62,0.03926595
8/15/2002,0.00006,0.01176,0.0117,-0.0111,0.0071,-0.0008,-0.0048,-0.0011,1.48E-14,5.76930145,930.25,0.011492826
8/16/2002,0.00006,0.00066,0.0006,0.0116,-0.0001,-0.0116,0.0041,-0.0064,2.44E-15,5.76930145,928.77,-0.001592237
8/19/2002,0.00006,0.02176,0.0217,-0.0086,0.0006,-0.0037,0.0032,-0.0152,3.40E-14,5.76930145,950.7,0.023337425
8/20/2002,0.00006,-0.01294,-0.013,0.0048,0.0092,-0.0033,-0.0025,0.0038,2.06E-14,5.76930145,937.43,-0.014056467
8/21/2002,0.00006,0.01366,0.0136,0.0057,0.0049,-0.0136,0.0031,-0.0216,1.77E-14,5.76930145,949.36,0.012645985
8/22/2002,0.00006,0.01326,0.0132,-0.0047,-0.0032,-0.0031,-0.0021,-0.0164,1.90E-14,5.76930145,962.7,0.013953763
8/23/2002,0.00006,-0.02244,-0.0225,0.0031,-0.0001,0.0094,-0.0053,0.0113,4.10E-14,5.76930145,940.86,-0.022947486
8/26/2002,0.00006,0.00836,0.0083,0.0078,0.0029,-0.0016,0.0064,-0.004,1.40E-14,5.76930145,947.95,0.007507408
8/27/2002,0.00006,-0.01544,-0.0155,-0.0091,0.0083,0.0092,-0.0012,0.0122,2.05E-14,5.76930145,934.82,-0.013947761
8/28/2002,0.00006,-0.01784,-0.0179,-0.0021,0.0024,0.0078,-0.004,0.0097,3.13E-14,5.76930145,917.87,-0.018298229
8/29/2002,0.00006,0.00216,0.0021,0.0074,-0.0037,-0.0124,0.0001,-0.0062,1.18E-16,5.76930145,917.8,-7.63E-05
8/30/2002,0.00006,-0.00274,-0.0028,-0.0028,0.0085,0.0086,-0.0007,0.0147,3.99E-15,5.76930145,916.07,-0.001886721
09/03/2002,0.00007,-0.03943,-0.0395,0.0114,0.0064,0.0053,-0.0013,0.02,6.74E-14,5.04624064,878.02,-0.042423409
09/04/2002,0.00007,0.01837,0.0183,0.0067,0.0003,-0.004,0.0029,-0.0103,2.55E-14,5.04624064,893.4,0.017365036
09/05/2002,0.00007,-0.01613,-0.0162,-0.0048,0.0009,0.0096,-0.0035,0.0173,2.35E-14,5.04624064,879.15,-0.016078877
09/06/2002,0.00007,0.01827,0.0182,0.005,0.0041,-0.0106,0.0021,-0.0127,2.83E-14,5.04624064,893.92,0.016660754
09/09/2002,0.00007,0.00927,0.0092,-0.0062,-0.006,0.0027,-0.005,0.0014,1.77E-14,5.04624064,902.96,0.01006197
09/10/2002,0.00007,0.00667,0.0066,-0.0017,-0.002,-0.0043,0.0036,-0.0088,1.22E-14,5.04624064,909.58,0.007304699
09/11/2002,0.00007,-0.00023,-0.0003,-0.0019,0.0024,-0.0032,0.0023,-0.0037,3.34E-16,5.04624064,909.45,-0.000142933
09/12/2002,0.00007,-0.02363,-0.0237,0.0086,0.0028,0.003,-0.0019,0.011,4.27E-14,5.04624064,886.91,-0.02509651
9/13/2002,0.00007,0.00387,0.0038,0.0042,0.0028,0.0018,-0.0012,0.0072,5.20E-15,5.04624064,889.81,0.003264445
9/16/2002,0.00007,0.00027,0.0002,-0.0072,-0.0043,0.0112,-0.005,0.0115,2.92E-15,5.04624064,891.1,0.001448698
9/17/2002,0.00007,-0.01903,-0.0191,0.0022,0.0056,-0.0028,-0.0014,0.0058,2.83E-14,5.04624064,873.52,-0.019925629
9/18/2002,0.00007,-0.00443,-0.0045,-0.0032,0.0019,0.0038,-0.0054,0.0029,6.43E-15,5.04624064,869.46,-0.004658696
9/19/2002,0.00007,-0.02953,-0.0296,0.0027,0.0016,0.0054,-0.0009,0.0094,4.28E-14,5.04624064,843.32,-0.030525847
9/20/2002,0.00007,0.00197,0.0019,0.0003,0.0031,-0.0007,0.004,0.0028,2.91E-15,5.04624064,845.39,0.002451577
9/23/2002,0.00007,-0.01473,-0.0148,-0.0077,0.0002,0.0137,-0.004,0.0091,2.18E-14,5.04624064,833.7,-0.013924434
9/24/2002,0.00007,-0.01533,-0.0154,0.0086,-0.0046,-0.0043,-0.0015,-0.0025,2.29E-14,5.04624064,819.29,-0.017435514
9/25/2002,0.00007,0.02447,0.0244,-0.0011,-0.0116,-0.0064,0.002,-0.0088,3.19E-14,5.04624064,839.66,0.024558936
9/26/2002,0.00007,0.01747,0.0174,-0.0042,0.0093,0.0119,-0.0012,0.0095,2.30E-14,5.04624064,854.95,0.01804594
9/27/2002,0.00007,-0.02973,-0.0298,0.0066,0.0074,-0.005,-0.0026,0.0136,4.73E-14,5.04624064,827.37,-0.032790992
9/30/2002,0.00007,-0.01273,-0.0128,0.0151,-0.005,0.0081,-0.0052,0.0016,1.89E-14,5.04624064,815.28,-0.014720383
10/01/2002,0.00006,0.03566,0.0356,-0.0218,-0.0041,0.003,0.006,-0.0056,4.68E-14,4.47296893,847.91,0.039242886
10/02/2002,0.00006,-0.02304,-0.0231,0.0055,0.0043,0.0041,-0.0032,0.0116,3.11E-14,4.47296893,827.91,-0.023870045
10/03/2002,0.00006,-0.01134,-0.0114,0.0053,-0.0014,0.0073,0.0049,0.0003,1.43E-14,4.47296893,818.95,-0.010881421
10/04/2002,0.00006,-0.02244,-0.0225,0.0005,-0.002,0.0052,-0.0006,0.0085,2.78E-14,4.47296893,800.58,-0.022686567
10/07/2002,0.00006,-0.01994,-0.02,-0.0048,-0.005,0.0067,0.0002,-0.0036,2.81E-14,4.47296893,785.28,-0.019296123
10/08/2002,0.00006,0.01546,0.0154,-0.0079,-0.0143,0.0137,-0.0117,0.0116,1.95E-14,4.47296893,798.55,0.016757241
10/09/2002,0.00006,-0.02764,-0.0277,-0.005,-0.0075,0.0006,-0.0015,-0.0005,3.40E-14,4.47296893,776.76,-0.027666161
10/10/2002,0.00006,0.03416,0.0341,-0.0165,0.0021,-0.0129,0.0054,-0.013,3.68E-14,4.47296893,803.92,0.034368339
10/11/2002,0.00006,0.03746,0.0374,-0.015,-0.0039,-0.0077,0.0036,-0.0151,4.45E-14,4.47296893,835.32,0.038315123
10/14/2002,0.00006,0.00776,0.0077,-0.0001,-0.01,0.0043,-0.0048,-0.0008,1.30E-14,4.47296893,841.44,0.007299825
10/15/2002,0.00006,0.04576,0.0457,-0.0106,0.0022,-0.014,0.0015,-0.0222,4.83E-14,4.47296893,881.27,0.046249339
10/16/2002,0.00006,-0.02414,-0.0242,0.0016,0.0042,0.0069,-0.0094,0.0191,3.22E-14,4.47296893,860.02,-0.024408404
10/17/2002,0.00006,0.02406,0.024,0.0082,-0.0046,-0.0057,0.0046,-0.02,2.54E-14,4.47296893,879.2,0.022056758
10/18/2002,0.00006,0.00496,0.0049,-0.0023,-0.0036,-0.0003,-0.0028,-0.0006,8.42E-15,4.47296893,884.39,0.005885739
10/21/2002,0.00006,0.01656,0.0165,-0.0057,0.0022,-0.007,0.0066,-0.007,2.38E-14,4.47296893,899.72,0.017185462
10/22/2002,0.00006,-0.01104,-0.0111,-0.0044,0.0074,-0.0034,-0.0001,-0.0048,1.39E-14,4.47296893,890.16,-0.010682382
10/23/2002,0.00006,0.00766,0.0076,0.0077,0.0028,-0.0107,0.0044,-0.0057,8.44E-15,4.47296893,896.14,0.006695429
10/24/2002,0.00006,-0.01434,-0.0144,0.0072,0.0037,-0.0099,0.0012,-0.0078,1.84E-14,4.47296893,882.5,-0.015337862
10/25/2002,0.00006,0.01696,0.0169,-0.0011,-0.0037,-0.0076,0.0026,-0.0113,2.55E-14,4.47296893,897.65,0.017021449
10/28/2002,0.00006,-0.00824,-0.0083,-0.0002,-0.0026,-0.001,0.0025,-0.0129,1.21E-14,4.47296893,890.23,-0.008300381
10/29/2002,0.00006,-0.00864,-0.0087,0.01,-0.0027,0.007,-0.0053,0.0131,1.22E-14,4.47296893,882.15,-0.009117747
10/30/2002,0.00006,0.01036,0.0103,0.0037,-0.0044,-0.0062,0.0057,-0.0128,1.37E-14,4.47296893,890.71,0.009656788
10/31/2002,0.00006,-0.00404,-0.0041,0.0031,0.0035,-0.0066,-0.001,-0.0091,6.90E-15,4.47296893,885.76,-0.005572864
11/01/2002,0.00006,0.01736,0.0173,0.0067,-0.0032,-0.0095,0.0076,-0.0187,2.34E-14,2.945440189,900.96,0.017014828
11/04/2002,0.00006,0.00796,0.0079,0.0019,-0.0041,-0.0185,0.0018,-0.0341,9.84E-15,2.945440189,908.35,0.008168905
11/05/2002,0.00006,0.00636,0.0063,-0.0089,0.001,0.0006,-0.0008,-0.0018,1.12E-14,2.945440189,915.39,0.007720437
11/06/2002,0.00006,0.00986,0.0098,0.0068,0.002,-0.0102,0.0051,-0.0165,1.06E-14,2.945440189,923.76,0.009102094
11/07/2002,0.00006,-0.02214,-0.0222,0.003,-0.0035,0.0103,-0.0054,0.0143,3.14E-14,2.945440189,902.65,-0.023117416
11/08/2002,0.00006,-0.00914,-0.0092,-0.0014,0.0023,0.0029,-0.0002,0.004,1.22E-14,2.945440189,894.74,-0.008801708
